Occurrences,Rank,Lemma,POS,SAMER  Avg,MSA-DA,Class,Syllable Count,MSA-DA Score,Rank Score,Class Score,Compound Score,BAREC Level E1,numeric barec level
461,"2,469",رَقَابَة,noun,4,D=,Open,3,1,11,2,46,ن,14
460,"2,473",أَشَاد,verb,4,MSA,Open,3,4,11,2,58,ع,16
459,"2,474",تَعْذِيب,noun,2,D~,Open,2,2,11,2,31,ك,11
459,"2,474",هَدَأ,verb,2,MSA,Open,2,4,11,2,35,ل,12
459,"2,474",أَدِيب,noun,3,D=,Open,2,1,11,2,37,م,13
459,"2,474",ٱِقْتِرَاع,noun,4,D=,Open,3,1,11,2,46,ن,14
458,"2,478",نَصِيحَة,noun,1,D=,Open,3,1,11,2,22,ح,8
458,"2,478",صَدِيق,adj,3,D=,Open,2,1,11,2,37,م,13
458,"2,478",إِبْقَاء,noun,3,MSA,Open,2,4,11,2,46,ن,14
457,"2,481",شِفَاء,noun,1,D=,Open,2,1,11,2,21,ح,8
457,"2,481",ٱِكْتِشَاف,noun,1,D=,Open,3,1,11,2,22,ح,8
457,"2,481",دَقّ,verb,2,D~,Open,2,2,11,2,31,ك,11
457,"2,481",بَاكِي,noun,3,D=,Open,2,1,11,2,37,م,13
457,"2,481",تَسْهِيل,noun,3,D=,Open,2,1,11,2,37,م,13
456,"2,486",عَرِيض,adj,2,D=,Open,2,1,11,2,29,ك,11
456,"2,486",ٱِنْتِمَاء,noun,3,D=,Open,3,1,11,2,38,م,13
456,"2,486",تَوَازُن,noun,3,D=,Open,3,1,11,2,38,م,13
456,"2,486",صَلَاحِيَّة,noun,4,D=,Open,4,1,11,2,47,ن,14
456,"2,486",نَزْع,noun,2,D=,Open,1,1,11,2,28,ي,10
455,"2,491",هَرَب,verb,1,D=,Open,3,1,11,2,22,ح,8
455,"2,491",تَأَخَّر,verb,1,D~,Open,4,2,11,2,24,ط,9
454,"2,493",أَسْوَأ,adj_comp,2,D=,Open,2,1,11,2,29,ك,11
454,"2,493",بِئْر,noun,2,D~,Open,1,2,11,2,30,ك,11
454,"2,493",إِدْخَال,noun,2,MSA,Open,2,4,11,2,35,ل,12
454,"2,493",أَجْل,noun,3,D=,Open,1,1,11,2,36,ل,12
454,"2,493",مُقَرَّر,noun,3,D=,Open,3,1,11,2,38,م,13
454,"2,493",أَحّ,noun,4,D=,Open,2,1,11,2,45,ن,14
453,"2,499",مَتْحَف,noun,1,D=,Open,2,1,11,2,21,ح,8
453,"2,499",قَاطِع,adj,4,D~,Open,3,2,11,2,50,س,15
453,"2,499",رَان,verb,5,MSA,Open,2,4,11,2,68,ف,17
453,"2,499",مُوَجَّه,adj,2,D=,Open,3,1,11,2,30,ك,11
453,"2,499",جِنْس,noun,3,D=,Open,1,1,11,2,36,ل,12
453,"2,499",دَبَّر,verb,3,D=,Open,3,1,11,2,38,م,13
453,"2,499",حُدُوث,noun,3,MSA,Open,2,4,11,2,46,ن,14
452,"2,506",جُوع,noun,1,D=,Open,1,1,11,2,20,ز,7
452,"2,506",وُسْع,noun,3,D=,Open,1,1,11,2,36,ل,12
451,"2,508",عَاصِفَة,noun,2,D=,Open,3,1,11,2,30,ك,11
451,"2,508",ٱِسْتَعَاد,verb,2,D=,Open,4,1,11,2,31,ك,11
451,"2,508",رَمْز,noun,3,D=,Open,1,1,11,2,36,ل,12
450,"2,511",قَابِل,adj,3,D~,Open,2,2,11,2,40,م,13
449,"2,512",سِبَاق,noun,1,D=,Open,2,1,11,2,21,ح,8
449,"2,512",ظَالِم,noun,3,D~,Open,2,2,11,2,40,م,13
448,"2,514",سِتُّون,noun_num,1,D=,Closed,3,1,11,1,21,ح,8
448,"2,514",شَفَى,verb,1,D=,Open,2,1,11,2,21,ح,8
448,"2,514",رَسَم,verb,1,D=,Open,3,1,11,2,22,ح,8
448,"2,514",فُرَات,noun_prop,5,MSA,Open,2,4,11,2,68,ف,17
448,"2,514",تَفْعِيل,noun,3,D=,Open,2,1,11,2,37,م,13
448,"2,514",حَزْم,noun,4,D=,Open,1,1,11,2,44,ن,14
447,"2,520",مَنْدِيل,noun,1,D=,Open,2,1,11,2,21,ح,8
447,"2,520",ٱِخْتَفَى,verb,1,D=,Open,3,1,11,2,22,ح,8
447,"2,520",طَمَع,noun,2,D=,Open,2,1,11,2,29,ك,11
447,"2,520",نَهْج,noun,4,D=,Open,1,1,11,2,44,ن,14
446,"2,524",تَبَع,noun,2,D=,Open,2,1,11,2,29,ك,11
446,"2,524",بَدِيل,noun,3,D=,Open,2,1,11,2,37,م,13
446,"2,524",ٱِسْتَحَال,verb,4,D=,Open,4,1,11,2,47,ن,14
446,"2,524",مُتَوَقَّع,noun,4,D=,Open,4,1,11,2,47,ن,14
445,"2,528",تَعِب,verb,1,D=,Open,2,1,11,2,21,ح,8
445,"2,528",حَاسِم,adj,3,D=,Open,2,1,11,2,37,م,13
445,"2,528",هَبَط,verb,3,D=,Open,3,1,11,2,38,م,13
445,"2,528",قِيَاسِيّ,adj,3,MSA,Open,3,4,11,2,47,ن,14
444,"2,532",ٱِكْتَشَف,verb,1,D=,Open,3,1,11,2,22,ح,8
444,"2,532",ٱِعْتِرَاض,noun,2,D=,Open,3,1,11,2,30,ك,11
443,"2,534",مَدَام,noun,5,MSA,Open,2,4,11,2,68,ف,17
443,"2,534",لَزِم,verb,3,D=,Open,3,1,11,2,38,م,13
443,"2,534",أَجْلَس,verb,3,MSA,Open,2,4,11,2,46,ن,14
442,"2,537",نَقْدِيّ,adj,4,D~,Open,2,2,11,2,49,س,15
442,"2,537",ٱِسْتَيْقَظ,verb,1,MSA,Open,3,4,11,2,25,ط,9
442,"2,537",قُبَّة,noun,3,D=,Open,2,1,11,2,37,م,13
442,"2,537",مُؤَامَرَة,noun,4,D=,Open,4,1,11,2,47,ن,14
441,"2,541",حَزِين,adj,1,D=,Open,2,1,11,2,21,ح,8
441,"2,541",رَقْص,noun,1,D~,Open,1,2,11,2,21,ح,8
441,"2,541",ٱِخْتِبَار,noun,1,D=,Open,3,1,11,2,22,ح,8
441,"2,541",عِلْم,noun,1,D=,Open,3,1,11,2,22,ح,8
441,"2,541",نَفَع,verb,1,D=,Open,3,1,11,2,22,ح,8
441,"2,541",طَوْر,noun,5,MSA,Open,1,4,11,2,67,ف,17
441,"2,541",مدل,noun_prop,5,MSA,Open,2,4,11,2,68,ف,17
441,"2,541",عَتَبَة,noun,2,D=,Open,3,1,11,2,30,ك,11
441,"2,541",ٱِسْتَعَان,verb,3,D=,Open,4,1,11,2,39,م,13
441,"2,541",تَطَلَّع,verb,4,D=,Open,2,1,11,2,45,ن,14
441,"2,541",دِهْلِيز,noun,4,D=,Open,2,1,11,2,45,ن,14
441,"2,541",تَمالَك,verb,4,D=,Open,4,1,11,2,47,ن,14
440,"2,553",مُهِمّ,noun,1,D=,Open,2,1,11,2,21,ح,8
440,"2,553",حَائِط,noun,1,D~,Open,2,2,11,2,22,ح,8
440,"2,553",وِلَادَة,noun,1,D=,Open,3,1,11,2,22,ح,8
440,"2,553",شِيعَة,noun,5,D=,Open,2,1,11,2,53,س,15
440,"2,553",فَحْص,noun,3,D=,Open,1,1,11,2,36,ل,12
440,"2,553",ثِقَل,noun,3,D~,Open,1,2,11,2,39,م,13
439,"2,559",لَوْحَة,noun,1,D=,Open,2,1,11,2,21,ح,8
439,"2,559",مُفِيد,adj,1,D=,Open,2,1,11,2,21,ح,8
439,"2,559",مَرْتَبَة,noun,1,D=,Open,3,1,11,2,22,ح,8
439,"2,559",تَخَلُّص,noun,2,D=,Open,3,1,11,2,30,ك,11
439,"2,559",تَخْفِيف,noun,3,D=,Open,2,1,11,2,37,م,13
439,"2,559",بُورْصَة,noun,4,D=,Open,2,1,11,2,45,ن,14
438,"2,565",بَرَكَة,noun,1,D=,Open,2,1,11,2,21,ح,8
438,"2,565",ٱِحْتَفَل,verb,1,D=,Open,3,1,11,2,22,ح,8
438,"2,565",أَدَبِيّ,adj,3,D=,Open,3,1,11,2,38,م,13
438,"2,565",دُوَلِيّ,adj,4,D=,Open,2,1,11,2,45,ن,14
438,"2,565",مَجْرَى,noun,4,D=,Open,2,1,11,2,45,ن,14
438,"2,565",أَفْسَد,verb,3,MSA,Open,2,4,11,2,46,ن,14
437,"2,571",قُرْعَة,noun,2,D=,Open,2,1,11,2,29,ك,11
437,"2,571",حِقْد,noun,3,D=,Open,1,1,11,2,36,ل,12
437,"2,571",جُرْأَة,noun,3,D=,Open,2,1,11,2,37,م,13
437,"2,571",إِتْمَام,noun,3,MSA,Open,2,4,11,2,46,ن,14
436,"2,575",طَرَق,verb,1,D~,Open,3,2,11,2,23,ط,9
436,"2,575",زِرَاعِيّ,adj,3,D=,Open,3,1,11,2,38,م,13
435,"2,577",صُحُفِيّ,adj,5,D=,Open,3,1,11,2,54,س,15
435,"2,577",كَتِيبَة,noun,5,D=,Open,3,1,11,2,54,س,15
435,"2,577",مُقَدَّم,adj,3,D=,Open,3,1,11,2,38,م,13
435,"2,577",ٱِسْتَبْعَد,verb,4,D=,Open,3,1,11,2,46,ن,14
434,"2,581",ٱِحْتَفَظ,verb,1,D~,Open,3,2,11,2,23,ط,9
434,"2,581",مُخَيَّم,noun,3,D=,Open,3,1,11,2,38,م,13
434,"2,581",فِكْرِيّ,adj,4,D=,Open,2,1,11,2,45,ن,14
433,"2,584",قَلَب,verb,1,D~,Open,3,2,11,2,23,ط,9
433,"2,584",مَبِيع,adj,3,MSA,Open,2,4,11,2,46,ن,14
432,"2,586",عَيْب,noun,1,D=,Open,1,1,11,2,20,ز,7
432,"2,586",ٱِلْتَزَم,verb,2,D=,Open,3,1,11,2,30,ك,11
432,"2,586",عَاقِل,adj,2,D~,Open,2,2,11,2,31,ك,11
432,"2,586",تَأَثَّر,verb,3,D~,Open,2,2,11,2,40,م,13
432,"2,586",نَبِيل,adj,4,D=,Open,2,1,11,2,45,ن,14
431,"2,591",ٱِحْتَرَم,verb,1,D=,Open,3,1,11,2,22,ح,8
431,"2,591",زَهْر,noun,1,D=,Open,1,1,11,2,20,ز,7
431,"2,591",وَحْش,noun,1,D=,Open,1,1,11,2,20,ز,7
431,"2,591",مَنْظُومَة,noun,5,D=,Open,3,1,11,2,54,س,15
431,"2,591",بَرِّيّ,adj,3,D=,Open,2,1,11,2,37,م,13
431,"2,591",لَيْتَ,verb_pseudo,3,MSA,Closed,2,4,11,1,43,ن,14
431,"2,591",ظَفِر,verb,4,D=,Open,3,1,11,2,46,ن,14
430,"2,598",مُشَاهِد,noun,1,D=,Open,4,1,11,2,23,ط,9
430,"2,598",ٱِرْتَعَد,verb,4,MSA,Open,3,4,11,2,58,ع,16
429,"2,600",هَمْس,noun,3,D=,Open,1,1,11,2,36,ل,12
429,"2,600",فِرَاق,noun,3,D~,Open,2,2,11,2,40,م,13
429,"2,600",جَهْل,noun,2,D=,Open,1,1,11,2,28,ي,10
427,"2,603",ٱِرْتَعَش,verb,1,D=,Open,3,1,11,2,22,ح,8
427,"2,603",لَاح,verb,5,D=,Open,2,1,11,2,53,س,15
427,"2,603",أَشْبَه,adj_comp,4,MSA,Open,2,4,11,2,57,ع,16
427,"2,603",تَدَخَّل,verb,2,D~,Open,2,2,11,2,31,ك,11
426,"2,607",سَاكِن,noun,1,D=,Open,2,1,11,2,21,ح,8
426,"2,607",شَمْعَة,noun,1,D=,Open,2,1,11,2,21,ح,8
426,"2,607",قَامَة,noun,4,D~,Open,2,2,11,2,49,س,15
426,"2,607",قَعَد,verb,1,D~,Open,3,2,11,2,23,ط,9
426,"2,607",وَحَى,verb,4,MSA,Open,2,4,11,2,57,ع,16
426,"2,607",حَرَم,noun,2,D=,Open,2,1,11,2,29,ك,11
426,"2,607",تَوَقُّف,noun,2,D=,Open,3,1,11,2,30,ك,11
426,"2,607",تَحْدِيث,noun,3,D~,Open,2,2,11,2,40,م,13
426,"2,607",تَوَصَّل,verb,3,D~,Open,2,2,11,2,40,م,13
426,"2,607",وَثَب,verb,3,MSA,Open,3,4,11,2,47,ن,14
425,"2,617",مُحَلِّل,noun,5,D=,Open,3,1,11,2,54,س,15
425,"2,617",حَدِيدِيّ,adj,2,D=,Open,3,1,11,2,30,ك,11
425,"2,617",طَرَد,verb,2,D=,Open,3,1,11,2,30,ك,11
425,"2,617",مُتَمَيِّز,adj,3,D=,Open,4,1,11,2,39,م,13
425,"2,617",مَعْبَر,noun,4,D=,Open,2,1,11,2,45,ن,14
424,"2,622",رَمْل,noun,1,D=,Open,1,1,11,2,20,ز,7
424,"2,622",ثَمَّ,adv,4,MSA,Closed,2,4,11,1,53,س,15
424,"2,622",جِدِّيّ,adj,2,D=,Open,2,1,11,2,29,ك,11
424,"2,622",عَصَب,noun,2,D=,Open,2,1,11,2,29,ك,11
424,"2,622",ثَمِين,adj,2,D~,Open,2,2,11,2,31,ك,11
424,"2,622",إِنْفَاق,noun,3,D=,Open,2,1,11,2,37,م,13
424,"2,622",تَصْدِير,noun,3,D=,Open,2,1,11,2,37,م,13
424,"2,622",رَاحِل,noun,3,D=,Open,2,1,11,2,37,م,13
424,"2,622",آل,noun,2,D=,Open,1,1,11,2,28,ي,10
423,"2,631",جَفْن,noun,1,D=,Open,1,1,12,2,21,ح,8
423,"2,631",فَارِغ,adj,1,D=,Open,2,1,12,2,22,ح,8
423,"2,631",مُغَادَرَة,noun,2,D=,Open,4,1,12,2,32,ك,11
422,"2,634",إِرَم,noun,5,MSA,Open,2,4,12,2,69,ف,17
422,"2,634",هِلَّم,noun,5,MSA,Open,2,4,12,2,69,ف,17
422,"2,634",أَسْعَد,adj_comp,2,D=,Open,2,1,12,2,30,ك,11
422,"2,634",وُضُوح,noun,2,D=,Open,2,1,12,2,30,ك,11
422,"2,634",أَشْفَق,verb,3,D=,Open,2,1,12,2,38,م,13
422,"2,634",طُمُوح,noun,3,D=,Open,2,1,12,2,38,م,13
421,"2,640",عَتَاد,noun,2,D=,Open,3,1,12,2,31,ك,11
421,"2,640",حِرَاسَة,noun,2,D=,Open,3,1,12,2,31,ك,11
420,"2,642",مَوْجَة,noun,1,D=,Open,2,1,12,2,22,ح,8
420,"2,642",نَطَق,verb,1,D~,Open,2,2,12,2,23,ط,9
420,"2,642",حُمَّى,noun,3,D=,Open,2,1,12,2,38,م,13
420,"2,642",مُقَاطَعَة,noun,3,D=,Open,4,1,12,2,40,م,13
420,"2,642",رَشَد,noun,4,D=,Open,1,1,12,2,45,ن,14
420,"2,642",أَسْهَم,verb,4,D=,Open,2,1,12,2,46,ن,14
419,"2,648",ثَأَر,verb,4,D~,Open,2,2,12,2,50,س,15
419,"2,648",ٱِرْتِكَاب,noun,3,D=,Open,3,1,12,2,39,م,13
419,"2,648",فَرِح,verb,3,D=,Open,3,1,12,2,39,م,13
419,"2,648",غَالِب,noun_prop,4,D=,Open,2,1,12,2,46,ن,14
418,"2,652",تَراوَح,verb,4,MSA,Open,3,4,12,2,59,ع,16
418,"2,652",قُبَيْل,noun,3,D~,Closed,2,2,12,1,38,م,13
418,"2,652",تَرْجَمَة,noun,3,D=,Open,3,1,12,2,39,م,13
418,"2,652",نَسَمَة,noun,3,D=,Open,3,1,12,2,39,م,13
417,"2,656",رَحَل,verb,1,D=,Open,3,1,12,2,23,ط,9
417,"2,656",تَعَامُل,noun,1,D~,Open,3,2,12,2,24,ط,9
417,"2,656",مَثَابَة,noun,5,D~,Open,3,2,12,2,60,ع,16
417,"2,656",فَضَائِيّ,adj,2,D=,Open,3,1,12,2,31,ك,11
417,"2,656",بُرْهان,noun,3,D=,Open,2,1,12,2,38,م,13
417,"2,656",تَخَلِّي,noun,3,D=,Open,3,1,12,2,39,م,13
417,"2,656",خَالَف,verb,3,D=,Open,3,1,12,2,39,م,13
417,"2,656",أَدْلَى,verb,4,D=,Open,2,1,12,2,46,ن,14
417,"2,656",إِدْرَاك,noun,4,D=,Open,2,1,12,2,46,ن,14
416,"2,665",جَرَس,noun,1,D=,Open,1,1,12,2,21,ح,8
416,"2,665",حَدَق,verb,3,MSA,Open,3,4,12,2,48,س,15
416,"2,665",حَوَّل,verb,1,D=,Open,3,1,12,2,23,ط,9
416,"2,665",مُلَاحَظَة,noun,2,D~,Open,4,2,12,2,34,ل,12
416,"2,665",ٱِحْتَوَى,verb,3,D=,Open,3,1,12,2,39,م,13
416,"2,665",نَدْوَة,noun,4,D=,Open,2,1,12,2,46,ن,14
415,"2,671",رَكِب,verb,1,D=,Open,3,1,12,2,23,ط,9
415,"2,671",مُنْتَظَر,adj,4,MSA,Open,3,4,12,2,59,ع,16
415,"2,671",تَدْمِير,noun,2,D=,Open,2,1,12,2,30,ك,11
415,"2,671",مَنْشُور,adj,2,D=,Open,2,1,12,2,30,ك,11
415,"2,671",فَوْضَى,noun,3,D=,Open,2,1,12,2,38,م,13
415,"2,671",مَعْرِض,noun,3,D=,Open,3,1,12,2,39,م,13
415,"2,671",دِقَّة,noun,4,D=,Open,2,1,12,2,46,ن,14
415,"2,671",هَامِش,noun,4,D=,Open,2,1,12,2,46,ن,14
414,"2,679",شِعْر,noun,1,D=,Open,1,1,12,2,21,ح,8
414,"2,679",خَفِي,verb,1,D=,Open,2,1,12,2,22,ح,8
414,"2,679",مَطْعَم,noun,1,D=,Open,2,1,12,2,22,ح,8
414,"2,679",تَقْيِيم,noun,3,D=,Open,2,1,12,2,38,م,13
414,"2,679",طَاهِر,noun_prop,3,D=,Open,2,1,12,2,38,م,13
414,"2,679",هُدْنَة,noun,4,D=,Open,2,1,12,2,46,ن,14
413,"2,685",خَزَّان,noun,1,D=,Open,2,1,12,2,22,ح,8
413,"2,685",مُمَاثِل,adj,4,D~,Open,3,2,12,2,51,س,15
413,"2,685",فَقِيه,noun,5,D=,Open,2,1,12,2,54,س,15
413,"2,685",مُكَافَأَة,noun,1,D=,Open,3,1,12,2,23,ط,9
413,"2,685",جَذْب,noun,4,MSA,Open,1,4,12,2,57,ع,16
413,"2,685",مَتَاع,noun,4,MSA,Open,2,4,12,2,58,ع,16
413,"2,685",نَعَم,verb,4,MSA,Open,2,4,12,2,58,ع,16
413,"2,685",مَسْرُور,adj,2,D=,Open,2,1,12,2,30,ك,11
413,"2,685",شُرْفَة,noun,2,MSA,Open,2,4,12,2,36,ل,12
413,"2,685",إِهَانَة,noun,3,D=,Open,3,1,12,2,39,م,13
413,"2,685",عَجِب,verb,4,D=,Open,3,1,12,2,47,ن,14
412,"2,696",ٱِعْتَزَم,verb,4,MSA,Open,3,4,12,2,59,ع,16
412,"2,696",قَطّ,noun,5,MSA,Open,1,4,12,2,68,ف,17
412,"2,696",تَجْهِيز,noun,2,D=,Open,2,1,12,2,30,ك,11
411,"2,699",شَرَع,verb,4,MSA,Open,3,4,12,2,59,ع,16
410,"2,700",قَسّ,noun,5,D=,Open,1,1,12,2,53,س,15
410,"2,700",الودية,noun_prop,5,MSA,Open,2,4,12,2,69,ف,17
410,"2,700",ثُلُث,noun_quant,2,D~,Closed,2,2,12,1,30,ك,11
410,"2,700",صَانِع,noun,2,D=,Open,2,1,12,2,30,ك,11
410,"2,700",نَسِيم,noun,2,D=,Open,2,1,12,2,30,ك,11
410,"2,700",إِثْم,noun,3,D~,Open,1,2,12,2,40,م,13
410,"2,700",ٱِسْتِفْتَاء,noun,4,D=,Open,3,1,12,2,47,ن,14
410,"2,700",دَعَّم,verb,4,D=,Open,3,1,12,2,47,ن,14
409,"2,708",أَذَى,noun,1,D~,Open,2,2,12,2,23,ط,9
409,"2,708",جَرَح,verb,1,D=,Open,3,1,12,2,23,ط,9
409,"2,708",شَرَح,verb,1,D=,Open,3,1,12,2,23,ط,9
409,"2,708",مُفَاجَأَة,noun,1,D=,Open,4,1,12,2,24,ط,9
409,"2,708",فِعْلِيّ,adj,3,D=,Open,2,1,12,2,38,م,13
409,"2,708",أَرْمَل,noun,3,D=,Open,3,1,12,2,39,م,13
409,"2,708",ٱِمْتِلَاك,noun,3,D=,Open,3,1,12,2,39,م,13
409,"2,708",ٱِنْدَفَع,verb,3,D=,Open,3,1,12,2,39,م,13
408,"2,716",قَصْد,noun,1,D~,Open,1,2,12,2,22,ح,8
408,"2,716",ٱِعْتِذَار,noun,1,D~,Open,3,2,12,2,24,ط,9
408,"2,716",مُوَازَنَة,noun,5,D=,Open,4,1,12,2,56,ع,16
408,"2,716",وَرَى,verb,5,MSA,Open,2,4,12,2,69,ف,17
408,"2,716",مُحِبّ,noun,3,D=,Open,2,1,12,2,38,م,13
408,"2,716",أَوْدَع,verb,4,D=,Open,2,1,12,2,46,ن,14
408,"2,716",مَكَّن,verb,4,D=,Open,3,1,12,2,47,ن,14
407,"2,723",مُغَنِّي,noun,1,D=,Open,2,1,12,2,22,ح,8
407,"2,723",نِدَاء,noun,1,D=,Open,2,1,12,2,22,ح,8
407,"2,723",معدة,noun_prop,5,D=,Open,2,1,12,2,54,س,15
407,"2,723",مَمْلُوك,noun,5,D=,Open,2,1,12,2,54,س,15
407,"2,723",طَائِفِيّ,adj,5,D=,Open,3,1,12,2,55,ع,16
407,"2,723",دِرْهَم,noun,2,D=,Open,2,1,12,2,30,ك,11
407,"2,723",كِيَان,noun,4,D=,Open,2,1,12,2,46,ن,14
407,"2,723",مُؤَيِّد,adj,4,D=,Open,3,1,12,2,47,ن,14
406,"2,731",تَظَاهُرَة,noun,4,D~,Open,4,2,12,2,52,س,15
406,"2,731",بُحَيْرَة,noun,1,D=,Open,3,1,12,2,23,ط,9
406,"2,731",سِكَّة,noun,2,D=,Open,2,1,12,2,30,ك,11
406,"2,731",مَلَكِيّ,adj,2,D=,Open,2,1,12,2,30,ك,11
406,"2,731",زَمَنِيّ,adj,3,D=,Open,2,1,12,2,38,م,13
405,"2,736",كَسْر,noun,1,D=,Open,1,1,12,2,21,ح,8
405,"2,736",مَقْبُول,adj,1,D~,Open,2,2,12,2,23,ط,9
405,"2,736",قَرُب,verb,4,MSA,Open,3,4,12,2,59,ع,16
405,"2,736",وَسَط,noun,3,D=,Closed,1,1,12,1,34,ل,12
405,"2,736",ٱِهْتَدَى,verb,3,D=,Open,3,1,12,2,39,م,13
404,"2,741",عَلْك,noun,3,D=,Open,1,1,12,2,37,م,13
404,"2,741",ٱِخْتَتَم,verb,3,D=,Open,3,1,12,2,39,م,13
404,"2,741",عِزَّة,noun,4,D=,Open,2,1,12,2,46,ن,14
403,"2,744",إِسْتاد,noun,1,D=,Open,2,1,12,2,22,ح,8
403,"2,744",قِبْلَة,noun,1,MSA,Open,2,4,12,2,25,ط,9
403,"2,744",فَعَّالِيَّة,noun,5,D=,Open,4,1,12,2,56,ع,16
403,"2,744",تَعْرِيف,noun,2,D=,Open,2,1,12,2,30,ك,11
402,"2,748",طَاف,verb,1,D=,Open,2,1,12,2,22,ح,8
402,"2,748",مُقِيم,noun,2,D=,Open,2,1,12,2,30,ك,11
402,"2,748",كَهْرَبَائِيّ,adj,2,D=,Open,4,1,12,2,32,ك,11
402,"2,748",فرَانك,noun_prop,4,D=,Open,2,1,12,2,46,ن,14
401,"2,752",خَطْف,noun,2,D=,Open,1,1,12,2,29,ك,11
401,"2,752",سماح,noun_prop,2,D=,Open,2,1,12,2,30,ك,11
401,"2,752",مُحَارَبَة,noun,2,D=,Open,4,1,12,2,32,ك,11
401,"2,752",ٱِسْتِهْلَاك,noun,3,D=,Open,3,1,12,2,39,م,13
401,"2,752",طِرَاز,noun,4,D=,Open,2,1,12,2,46,ن,14
401,"2,752",أَوَى,verb,3,MSA,Open,2,4,12,2,47,ن,14
400,"2,758",بَيْض,noun,1,D=,Open,1,1,12,2,21,ح,8
400,"2,758",ٱِرْتَاح,verb,1,D=,Open,3,1,12,2,23,ط,9
400,"2,758",شَقِيقَة,noun,1,D=,Open,3,1,12,2,23,ط,9
400,"2,758",إِخْفَاء,noun,2,D=,Open,2,1,12,2,30,ك,11
399,"2,762",خَالِي,adj,1,D=,Open,1,1,12,2,21,ح,8
399,"2,762",مُطْرِب,noun,1,D=,Open,2,1,12,2,22,ح,8
399,"2,762",تَعْقِيب,noun,5,D=,Open,2,1,12,2,54,س,15
399,"2,762",عَظْمَة,noun,1,D~,Open,2,2,12,2,23,ط,9
399,"2,762",سَكَنِيّ,adj,3,D=,Open,3,1,12,2,39,م,13
399,"2,762",مُخَدِّر,noun,3,D=,Open,3,1,12,2,39,م,13
399,"2,762",أَوْقَع,verb,3,MSA,Open,2,4,12,2,47,ن,14
399,"2,762",عَزَم,verb,4,D=,Open,3,1,12,2,47,ن,14
398,"2,770",شَقِيّ,adj,1,D~,Open,2,2,12,2,23,ط,9
398,"2,770",خُطُورَة,noun,2,D=,Open,3,1,12,2,31,ك,11
398,"2,770",فَرَّق,verb,2,D~,Open,3,2,12,2,33,ل,12
398,"2,770",أَغْضَب,verb,2,MSA,Open,2,4,12,2,36,ل,12
398,"2,770",تَفْسِير,noun,3,D=,Open,2,1,12,2,38,م,13
398,"2,770",صَدْرِيّ,adj,3,D=,Open,2,1,12,2,38,م,13
398,"2,770",مُتَّهَم,adj,3,D=,Open,3,1,12,2,39,م,13
397,"2,777",سَلِيم,adj,1,D=,Open,2,1,12,2,22,ح,8
397,"2,777",عَاوَد,verb,3,MSA,Open,3,4,12,2,48,س,15
396,"2,779",مُتَظَاهِر,noun,4,D~,Open,4,2,12,2,52,س,15
395,"2,780",كِيس,noun,1,D=,Open,1,1,12,2,21,ح,8
395,"2,780",مِيلِيشِيَا,noun,5,D=,Open,4,1,12,2,56,ع,16
395,"2,780",جَدَّد,verb,2,D=,Open,3,1,12,2,31,ك,11
394,"2,783",كِذْب,noun,1,D~,Open,1,2,12,2,22,ح,8
394,"2,783",أَنْزَل,verb,1,MSA,Open,2,4,12,2,25,ط,9
394,"2,783",تَجَلَّد,verb,4,MSA,Open,2,4,12,2,58,ع,16
394,"2,783",جاد,noun_prop,3,D=,Open,1,1,12,2,37,م,13
394,"2,783",حَشْد,noun,3,D=,Open,1,1,12,2,37,م,13
394,"2,783",رَعَى,verb,3,D=,Open,2,1,12,2,38,م,13
394,"2,783",مِهْنِيّ,adj,4,D=,Open,2,1,12,2,46,ن,14
393,"2,790",خَرِيطَة,noun,1,D=,Open,3,1,12,2,23,ط,9
393,"2,790",إِسْترَاتِيجِيّ,adj,5,D=,Open,4,1,12,2,56,ع,16
393,"2,790",أَخْفَق,verb,2,MSA,Open,2,4,12,2,36,ل,12
392,"2,793",تَحَسُّن,noun,1,D=,Open,3,1,12,2,23,ط,9
392,"2,793",كَتَم,verb,5,D=,Open,3,1,12,2,55,ع,16
392,"2,793",مَأْتَى,noun,5,MSA,Open,2,4,12,2,69,ف,17
392,"2,793",رَجَا,noun,3,D=,Open,2,1,12,2,38,م,13
392,"2,793",هَاج,verb,3,D=,Open,2,1,12,2,38,م,13
392,"2,793",ٱِرْتَبَط,verb,3,D=,Open,3,1,12,2,39,م,13
392,"2,793",صَحْوَة,noun,4,D=,Open,2,1,12,2,46,ن,14
392,"2,793",قِسِّيس,noun,4,D=,Open,2,1,12,2,46,ن,14
391,"2,801",مُحْتَمَل,adj,3,D=,Open,3,1,12,2,39,م,13
391,"2,801",عِبْء,noun,4,D=,Open,1,1,12,2,45,ن,14
391,"2,801",ٱِنْتِهَاك,noun,4,D=,Open,3,1,12,2,47,ن,14
390,"2,804",سُكَّر,noun,1,D=,Open,1,1,12,2,21,ح,8
390,"2,804",مَسَح,verb,1,D=,Open,3,1,12,2,23,ط,9
390,"2,804",سَلَّم,verb,3,D=,Open,1,1,12,2,37,م,13
390,"2,804",وَيْل,noun,3,D=,Open,1,1,12,2,37,م,13
390,"2,804",عِمَامَة,noun,3,D=,Open,3,1,12,2,39,م,13
390,"2,804",أَعْجَب,adj_comp,4,D=,Open,2,1,12,2,46,ن,14
