Occurrences,Rank,Lemma,POS,SAMER  Avg,MSA-DA,Class,Syllable Count,MSA-DA Score,Rank Score,Class Score,Compound Score,BAREC Level E1,numeric barec level
"3,748",333,جَلَس,verb,1,MSA,Open,3,4,2,2,16,ه,5
"3,740",335,سَيَّارَة,noun,1,D=,Open,3,1,2,2,13,د,4
"3,739",336,مُسْتَوَى,noun,1,D=,Open,3,1,2,2,13,د,4
"3,737",337,عَمِل,verb,1,D=,Open,3,1,2,2,13,د,4
"3,714",338,صَغِير,adj,1,D~,Open,2,2,2,2,13,د,4
"3,706",339,سِيَاسَة,noun,4,D=,Open,3,1,2,2,37,م,13
"3,700",340,أُسْبُوع,noun,1,D=,Open,2,1,2,2,12,ج,3
"3,683",341,عَامِل,noun,1,MSA,Open,2,4,2,2,15,ه,5
"3,656",342,بَيَان,noun,3,MSA,Open,2,4,2,2,37,م,13
"3,648",343,فُرْصَة,noun,2,D=,Open,2,1,2,2,20,ز,7
"3,586",344,كُرَة,noun,1,D=,Open,2,1,2,2,12,ج,3
"3,574",345,بَحْث,noun,3,D~,Open,1,2,2,2,30,ك,11
"3,572",346,مَجَال,noun,4,D=,Open,2,1,2,2,36,ل,12
"3,557",347,شُرْطَة,noun,1,D=,Open,2,1,2,2,12,ج,3
"3,553",348,مَوْت,noun,1,D=,Open,1,1,2,2,11,ج,3
"3,550",349,قَضَى,verb,3,MSA,Open,2,4,2,2,37,م,13
"3,540",350,مَرْأَة,noun,1,MSA,Open,2,4,2,2,15,ه,5
"3,528",351,غَد,noun,1,MSA,Open,1,4,2,2,14,د,4
"3,519",352,خَبَر,noun,1,D=,Open,2,1,2,2,12,ج,3
"3,500",353,شَهِد,verb,3,D=,Open,3,1,2,2,29,ك,11
"3,499",354,كَيْ,conj_sub,3,MSA,Closed,1,4,2,1,33,ل,12
"3,485",355,حَلّ,noun,1,D=,Open,1,1,2,2,11,ج,3
"3,470",356,لَيْل,noun,1,D=,Open,1,1,2,2,11,ج,3
"3,459",357,أَدَّى,verb,3,MSA,Open,2,4,2,2,37,م,13
"3,449",358,أَمْنِيّ,adj,3,D=,Open,3,1,2,2,29,ك,11
"3,441",359,أَمْ,conj,1,MSA,Closed,1,4,2,1,13,د,4
"3,432",360,ضِدّ,noun,3,D=,Closed,1,1,2,1,24,ط,9
"3,430",361,عَهْد,noun,4,MSA,Open,1,4,2,2,47,ن,14
"3,427",362,شَمَال,noun,2,D=,Open,2,1,2,2,20,ز,7
"3,426",363,فَوْز,noun,1,MSA,Open,1,4,2,2,14,د,4
"3,420",364,جَامِعَة,noun,1,D=,Open,3,1,2,2,13,د,4
"3,405",365,شَاء,verb,3,MSA,Open,2,4,2,2,37,م,13
"3,403",366,دَفَع,verb,1,D=,Open,3,1,2,2,13,د,4
"3,402",367,تَعَاوُن,noun,1,D=,Open,3,1,2,2,13,د,4
"3,393",368,صُبَاح,noun_prop,1,D=,Open,2,1,2,2,12,ج,3
"3,392",369,خَمْس,noun_num,1,D=,Closed,1,1,2,1,10,ب,2
"3,390",370,فَصْل,noun,1,D=,Open,1,1,2,2,11,ج,3
"3,389",371,جُنْدِيّ,noun,1,D=,Open,2,1,2,2,12,ج,3
"3,388",372,مُشْكِلَة,noun,1,D=,Open,3,1,2,2,13,د,4
"3,384",373,عَظِيم,adj,2,D=,Open,2,1,2,2,20,ز,7
"3,380",374,شَبّ,noun,2,MSA,Open,1,4,2,2,25,ط,9
"3,358",375,أَلْقَى,verb,1,MSA,Open,2,4,3,2,16,ه,5
"3,346",376,أَقَلّ,adj_comp,1,D=,Open,2,1,3,2,13,د,4
"3,337",377,أَوْضَح,verb,3,D~,Open,2,2,3,2,32,ك,11
"3,330",378,خَارِج,noun,1,MSA,Closed,2,4,3,1,15,ه,5
"3,328",379,مُنَظَّمَة,noun,4,D=,Open,4,1,3,2,39,م,13
"3,319",380,تَقَدَّم,verb,3,MSA,Open,2,4,3,2,38,م,13
"3,309",381,قَلِيل,adj,1,D~,Open,2,2,3,2,14,د,4
"3,306",382,إِجْرَاء,noun,4,MSA,Open,2,4,3,2,49,س,15
"3,298",383,مُؤَسَّسَة,noun,4,D=,Open,4,1,3,2,39,م,13
"3,294",384,دِفَاع,noun,2,D=,Open,2,1,3,2,21,ح,8
"3,288",385,بِنَاء,noun,2,MSA,Open,2,4,3,2,27,ي,10
"3,283",386,فَتْرَة,noun,1,D=,Open,2,1,3,2,13,د,4
"3,265",387,خَادِم,noun,2,D=,Open,2,1,3,2,21,ح,8
"3,258",388,نِهَايَة,noun,1,D=,Open,3,1,3,2,14,د,4
"3,246",389,أَرْبَع,noun_num,1,D=,Closed,2,1,3,1,12,ج,3
"3,240",390,حُجَّة,noun,1,D=,Open,2,1,3,2,13,د,4
"3,237",391,سِوَى,noun,4,MSA,Open,2,4,3,2,49,س,15
"3,235",392,أَزْمَة,noun,3,D=,Open,2,1,3,2,29,ك,11
"3,231",393,رَسْمِيّ,adj,3,D=,Open,2,1,3,2,29,ك,11
"3,215",394,فِعْل,noun,2,MSA,Open,1,4,3,2,26,ي,10
"3,209",395,وَلَد,noun,1,D=,Open,2,1,3,2,13,د,4
"3,204",396,صَاح,verb,2,MSA,Open,2,4,3,2,27,ي,10
"3,202",397,تَحَدَّث,verb,1,D~,Open,2,2,3,2,14,د,4
"3,201",398,نَوَوِيّ,adj,4,D=,Open,3,1,3,2,38,م,13
"3,194",399,أَرْسَل,verb,1,MSA,Open,2,4,3,2,16,ه,5
"3,190",400,مَوْلَى,noun,2,MSA,Open,2,4,3,2,27,ي,10
"3,173",401,إمرا,noun_prop,1,MSA,Open,3,4,3,2,17,و,6
"3,170",402,تَقْرِير,noun,3,D~,Open,2,2,3,2,32,ك,11
"3,162",403,سِجْن,noun,1,D=,Open,1,1,3,2,12,ج,3
"3,150",404,جَهْد,noun,4,D=,Open,1,1,3,2,36,ل,12
"3,143",405,فَتْح,noun,1,D=,Open,1,1,3,2,12,ج,3
"3,138",406,سُؤَال,noun,1,D=,Open,2,1,3,2,13,د,4
"3,135",407,قَتْل,noun,1,D~,Open,1,2,3,2,13,د,4
"3,133",408,رَفَع,verb,1,D=,Open,3,1,3,2,14,د,4
"3,112",409,أَمَل,noun,1,D=,Open,2,1,3,2,13,د,4
"3,099",410,هَيْئَة,noun,4,D=,Open,2,1,3,2,37,م,13
"3,098",411,سِلَاح,noun,1,D=,Open,2,1,3,2,13,د,4
"3,091",412,فَتَح,verb,1,D=,Open,3,1,3,2,14,د,4
"3,091",412,قَبْل,noun,4,D~,Open,1,2,3,2,40,م,13
"3,069",414,تَارِيخ,noun,1,D=,Open,2,1,3,2,13,د,4
"3,067",415,مُدِير,noun,1,D=,Open,2,1,3,2,13,د,4
"3,066",416,حَاجَة,noun,2,MSA,Open,2,4,3,2,27,ي,10
"3,065",417,جَنُوب,noun,2,D=,Open,2,1,3,2,21,ح,8
"3,059",418,خَطَر,noun,1,D=,Open,2,1,3,2,13,د,4
"3,042",419,وَقْف,noun,3,D~,Open,1,2,3,2,31,ك,11
"3,039",420,ٱِنْتَهَى,verb,2,MSA,Open,3,4,3,2,28,ي,10
"3,035",421,مُجْتَمَع,noun,2,D=,Open,3,1,3,2,22,ح,8
"3,032",422,دَعْم,noun,3,D=,Open,1,1,3,2,28,ي,10
"3,030",423,بُطُولَة,noun,1,D=,Open,3,1,3,2,14,د,4
"3,030",423,فَضْل,noun,3,D=,Open,1,1,3,2,28,ي,10
"3,028",425,ظَهَر,verb,2,MSA,Open,3,4,3,2,28,ي,10
"3,027",426,خَيْر,noun,1,D=,Open,1,1,3,2,12,ج,3
"3,022",427,مَضَى,verb,4,MSA,Open,2,4,3,2,49,س,15
"3,022",427,عَقْد,noun,3,D=,Open,1,1,3,2,28,ي,10
"3,005",429,عَاش,verb,1,D=,Open,2,1,3,2,13,د,4
"2,994",430,قَرِيب,adj,1,D=,Open,2,1,3,2,13,د,4
"2,993",431,لِمَاذَا,adv_rel,1,MSA,Closed,3,4,3,1,16,ه,5
"2,971",432,وَسَط,noun,1,D=,Open,1,1,3,2,12,ج,3
"2,968",433,شَابّ,noun,1,D=,Open,1,1,3,2,12,ج,3
"2,961",434,حَادِث,noun,2,D~,Open,2,2,3,2,23,ط,9
"2,947",435,قِيمَة,noun,2,D~,Open,2,2,3,2,23,ط,9
"2,944",436,شَكّ,noun,3,D=,Open,1,1,3,2,28,ي,10
"2,941",437,ثَوْب,noun,1,D~,Open,1,2,3,2,13,د,4
"2,934",438,بَيْنَمَا,conj_sub,2,MSA,Closed,3,4,3,1,26,ي,10
"2,930",439,دُكْتُور,noun,1,D=,Open,2,1,3,2,13,د,4
"2,923",440,قَرُب,verb,2,MSA,Closed,1,4,3,1,24,ط,9
"2,898",441,حَصَل,verb,1,MSA,Open,3,4,3,2,17,و,6
"2,893",442,عَشَر,noun_num,2,D=,Closed,1,1,3,1,18,و,6
"2,885",443,جِهَاز,noun,1,D=,Open,2,1,3,2,13,د,4
"2,884",444,رِئَاسَة,noun,2,D=,Open,3,1,3,2,22,ح,8
"2,877",445,صَدْر,noun,1,MSA,Open,1,4,3,2,15,ه,5
"2,872",446,أَطْلَق,verb,2,MSA,Open,2,4,3,2,27,ي,10
"2,869",447,نَظْرَة,noun,2,D~,Open,2,2,3,2,23,ط,9
"2,864",448,نَار,noun,1,D=,Open,1,1,3,2,12,ج,3
"2,861",449,مَنْ,pron_rel,2,MSA,Closed,1,4,3,1,24,ط,9
"2,853",450,عَنَى,verb,3,MSA,Open,2,4,3,2,38,م,13
"2,835",451,ٱِعْتَقَد,verb,2,MSA,Open,3,4,3,2,28,ي,10
"2,830",452,أَدْرَك,verb,3,MSA,Open,2,4,3,2,38,م,13
"2,828",453,دُخُول,noun,1,MSA,Open,2,4,3,2,16,ه,5
"2,817",454,مَسَاء,noun,1,D~,Open,2,2,3,2,14,د,4
"2,808",455,ظِلّ,noun,3,D~,Closed,2,2,3,1,29,ك,11
"2,808",455,وَجَّه,verb,4,D=,Open,3,1,3,2,38,م,13
"2,805",457,عَوْدَة,noun,2,MSA,Open,2,4,3,2,27,ي,10
"2,795",458,طَبِيب,noun,1,MSA,Open,2,4,3,2,16,ه,5
"2,791",459,نِسَاء,noun,1,MSA,Open,2,4,3,2,16,ه,5
"2,784",460,لَاعِب,noun,1,D~,Open,2,2,3,2,14,د,4
"2,783",461,إِطْلَاق,noun,4,MSA,Open,2,4,3,2,49,س,15
"2,780",462,مَحْكَمَة,noun,2,D=,Open,3,1,3,2,22,ح,8
"2,755",463,فَقَط,adv,2,MSA,Closed,2,4,3,1,25,ط,9
"2,754",464,عَاصِمَة,noun,3,D=,Open,3,1,3,2,30,ك,11
"2,749",465,إِذْن,noun,1,D~,Open,1,2,3,2,13,د,4
"2,746",466,تَعْلِيم,noun,1,D=,Open,2,1,3,2,13,د,4
"2,744",467,مَات,verb,1,D=,Open,2,1,3,2,13,د,4
"2,744",467,إِضَافَة,noun,3,MSA,Open,3,4,3,2,39,م,13
"2,723",469,أَعْطَى,verb,2,D~,Open,2,2,3,2,23,ط,9
"2,719",470,قَادِم,adj,1,MSA,Open,2,4,3,2,16,ه,5
"2,718",471,بَنْك,noun,1,D=,Open,1,1,3,2,12,ج,3
"2,717",472,دَم,noun,1,D=,Open,1,1,3,2,12,ج,3
"2,691",473,وُصُول,noun,1,D=,Open,2,1,3,2,13,د,4
"2,680",474,صَحِيفَة,noun,3,MSA,Open,3,4,3,2,39,م,13
"2,679",475,أَظْهَر,verb,3,MSA,Open,2,4,3,2,38,م,13
"2,673",476,مَوْضُوع,noun,1,D=,Open,2,1,3,2,13,د,4
"2,671",477,سَيْر,noun,3,D=,Open,1,1,3,2,28,ي,10
"2,667",478,عُمْر,noun,1,D=,Open,1,1,3,2,12,ج,3
"2,656",479,مَا,pron_rel,1,D=,Closed,1,1,3,1,11,ج,3
"2,656",479,خَطْوَة,noun,1,D=,Open,2,1,3,2,13,د,4
"2,655",481,رُبَّمَا,adv,2,MSA,Closed,3,4,3,1,26,ي,10
"2,643",482,رَدّ,noun,1,D=,Open,1,1,3,2,12,ج,3
"2,638",483,نَقَل,verb,2,D~,Open,2,2,3,2,23,ط,9
"2,630",484,خُرُوج,noun,1,D=,Open,2,1,3,2,13,د,4
"2,624",485,فَكَّر,verb,1,D=,Open,3,1,3,2,14,د,4
"2,617",486,ٱِتِّصَال,noun,1,D=,Open,3,1,3,2,14,د,4
"2,613",487,مُخْتَلِف,adj,1,D=,Open,3,1,3,2,14,د,4
"2,613",487,بَحَث,verb,3,MSA,Open,3,4,3,2,39,م,13
"2,612",489,مَوْقِع,noun,2,MSA,Open,2,4,3,2,27,ي,10
"2,610",490,جَمْعِيَّة,noun,3,D=,Open,3,1,3,2,30,ك,11
"2,605",491,طَلَب,noun,1,D=,Open,2,1,3,2,13,د,4
"2,602",492,تَصْرِيح,noun,3,D=,Open,2,1,3,2,29,ك,11
"2,601",493,مَرّ,verb,1,D=,Open,2,1,3,2,13,د,4
"2,601",493,فَهِم,verb,1,D=,Open,3,1,3,2,14,د,4
"2,593",495,عَبَّر,verb,2,MSA,Closed,1,4,3,1,24,ط,9
"2,590",496,وَحْد,noun,4,MSA,Open,1,4,3,2,48,س,15
"2,586",497,خُصُوص,noun,3,D=,Open,2,1,3,2,29,ك,11
"2,585",498,سِتّ,noun_num,2,D=,Closed,1,1,3,1,18,و,6
"2,584",499,مَحَلِّيّ,adj,4,MSA,Open,3,4,3,2,50,س,15
"2,582",500,تَنْفِيذ,noun,3,D=,Open,2,1,3,2,29,ك,11
"2,579",501,صَار,verb,2,D=,Closed,2,1,3,1,19,ز,7
"2,577",502,فِكْر,noun,3,D=,Open,1,1,3,2,28,ي,10
"2,570",503,قَعْدَة,noun,5,MSA,Open,2,4,3,2,60,ع,16
"2,570",503,أَمِين,noun,4,D=,Open,2,1,3,2,37,م,13
"2,567",505,مُقَابِل,noun,3,D~,Open,3,2,3,2,33,ل,12
"2,550",506,زَوْجَة,noun,1,MSA,Open,2,4,3,2,16,ه,5
"2,548",507,سَعَى,verb,3,MSA,Open,2,4,3,2,38,م,13
"2,544",508,مُسَاعَدَة,noun,1,D=,Open,4,1,3,2,15,ه,5
"2,542",509,قِمَّة,noun,3,MSA,Open,2,4,3,2,38,م,13
"2,530",510,خُطَّة,noun,1,D=,Open,2,1,3,2,13,د,4
"2,523",511,ٱِجْتِمَاعِيّ,adj,3,D=,Open,4,1,3,2,31,ك,11
"2,518",512,قَبِل,verb,1,D~,Open,3,2,3,2,15,ه,5
"2,512",513,مَرْكَبَة,noun,3,D=,Open,3,1,3,2,30,ك,11
"2,508",514,دَقِيقَة,noun,1,D~,Open,3,2,3,2,15,ه,5
"2,503",515,مَصْلَحَة,noun,3,D=,Open,3,1,3,2,30,ك,11
"2,496",516,أَيُّهَا,part_voc,2,MSA,Closed,3,4,3,1,26,ي,10
"2,492",517,نَوْع,noun,1,D=,Open,1,1,3,2,12,ج,3
"2,491",518,رجا,noun_prop,3,MSA,Open,2,4,3,2,38,م,13
"2,489",519,إِطَار,noun,3,MSA,Open,2,4,3,2,38,م,13
"2,480",520,أُسْرَة,noun,1,MSA,Open,2,4,3,2,16,ه,5
"2,478",521,دَرَى,verb,3,D=,Open,2,1,3,2,29,ك,11
"2,470",522,حَقَّق,verb,2,D~,Open,3,2,3,2,24,ط,9
"2,467",523,خَشِي,verb,3,MSA,Open,3,4,3,2,39,م,13
"2,463",524,رُوح,noun,1,D=,Open,1,1,3,2,12,ج,3
"2,463",524,حِوَار,noun,2,D=,Open,2,1,3,2,21,ح,8
"2,462",526,مُشَارَكَة,noun,2,D=,Open,4,1,3,2,23,ط,9
"2,458",527,دِين,noun,1,D=,Open,1,1,3,2,12,ج,3
"2,455",528,أَفْضَل,adj_comp,1,MSA,Open,2,4,3,2,16,ه,5
"2,453",529,خَوْف,noun,1,D=,Open,1,1,3,2,12,ج,3
"2,450",530,وَسِيلَة,noun,2,MSA,Open,3,4,3,2,28,ي,10
"2,437",531,ضَحِك,verb,1,D=,Open,3,1,3,2,14,د,4
"2,436",532,عَادَة,noun,3,D=,Open,2,1,3,2,29,ك,11
"2,435",533,مِلْيَار,noun_num,3,D=,Closed,2,1,3,1,26,ي,10
"2,427",534,أَفَاد,verb,4,MSA,Open,3,4,3,2,50,س,15
"2,426",535,إِعَادَة,noun,1,MSA,Open,3,4,3,2,17,و,6
"2,425",536,عُنْف,noun,3,D=,Open,1,1,3,2,28,ي,10
"2,423",537,زَعِيم,noun,1,D=,Open,2,1,3,2,13,د,4
"2,417",538,مُوَاجَهَة,noun,2,D=,Open,4,1,3,2,23,ط,9
"2,412",539,إِعْلَان,noun,1,D=,Open,2,1,3,2,13,د,4
"2,398",540,لَبِث,verb,4,MSA,Open,3,4,3,2,50,س,15
"2,395",541,حَيّ,noun,1,D=,Open,1,1,3,2,12,ج,3
"2,384",542,عَشَر,noun_num,1,D=,Closed,1,1,3,1,11,ج,3
"2,383",543,دَعْوَة,noun,2,MSA,Open,2,4,3,2,27,ي,10
"2,376",544,وَحْدَة,noun,4,D=,Open,2,1,3,2,37,م,13
"2,375",545,نِصْف,noun_quant,1,MSA,Closed,1,4,3,1,14,د,4
"2,374",546,أَثَر,noun,2,D~,Open,1,2,3,2,22,ح,8
"2,373",547,جَمَاعَة,noun,1,D=,Open,3,1,3,2,14,د,4
"2,372",548,قِيَادَة,noun,3,MSA,Open,3,4,3,2,39,م,13
"2,368",549,عَدُوّ,noun,2,D=,Open,1,1,3,2,20,ز,7
"2,367",550,مَدْرَسَة,noun,1,D=,Open,3,1,3,2,14,د,4
"2,364",551,نَقْل,noun,2,D~,Open,1,2,3,2,22,ح,8
"2,361",552,ٱِلْتَقَى,verb,2,D~,Open,3,2,3,2,24,ط,9
"2,355",553,مَكْتَب,noun,1,D=,Open,2,1,3,2,13,د,4
"2,354",554,غَرْبِيّ,adj,3,D=,Open,2,1,3,2,29,ك,11
"2,349",555,تَوَقَّع,verb,1,D~,Open,2,2,3,2,14,د,4
"2,343",556,غَضَب,noun,1,MSA,Open,2,4,3,2,16,ه,5
"2,341",557,فِيلْم,noun,1,D=,Open,1,1,3,2,12,ج,3
"2,341",557,طَالِب,noun,1,D=,Open,2,1,3,2,13,د,4
"2,338",559,سَفَر,noun,1,D=,Open,1,1,3,2,12,ج,3
"2,338",559,زِيَادَة,noun,1,D=,Open,3,1,3,2,14,د,4
"2,335",561,عَقَد,verb,3,MSA,Open,3,4,3,2,39,م,13
"2,328",562,رَفَض,verb,1,D=,Open,3,1,3,2,14,د,4
"2,326",563,ٱِسْتِثْمَار,noun,3,MSA,Open,3,4,3,2,39,م,13
"2,318",564,مُدَّة,noun,1,D=,Open,2,1,3,2,13,د,4
"2,318",564,ثِنَى,noun,2,MSA,Closed,2,4,3,1,25,ط,9
"2,318",564,لَعَلَّ,verb_pseudo,3,MSA,Closed,3,4,3,1,36,ل,12
"2,314",567,دِرَاسَة,noun,1,D=,Open,3,1,3,2,14,د,4
"2,309",568,طَالِب,noun,3,D=,Open,3,1,3,2,30,ك,11
"2,305",569,ضَمّ,verb,4,D=,Open,2,1,3,2,37,م,13
"2,302",570,أَبْيَض,adj,1,D=,Open,2,1,3,2,13,د,4
"2,302",570,قَرْيَة,noun,1,MSA,Open,2,4,3,2,16,ه,5
"2,299",572,عَدِيد,adj,3,MSA,Open,2,4,3,2,38,م,13
"2,295",573,مُهِمَّة,noun,2,D=,Open,3,1,3,2,22,ح,8
"2,295",573,مَسْأَلَة,noun,3,MSA,Open,3,4,3,2,39,م,13
"2,291",575,لَحْظَة,noun,1,D~,Open,2,2,3,2,14,د,4
"2,288",576,تَنْظِيم,noun,1,D~,Open,2,2,3,2,14,د,4
"2,278",577,نَشَاط,noun,1,D=,Open,2,1,3,2,13,د,4
"2,274",578,دَائِم,adj,1,D~,Open,2,2,3,2,14,د,4
"2,268",579,شَارَك,verb,1,D=,Open,2,1,3,2,13,د,4
"2,259",580,لَيْسَ,part_neg,3,MSA,Closed,2,4,3,1,35,ل,12
"2,250",581,عِيد,noun,1,D=,Open,1,1,3,2,12,ج,3
"2,246",582,مُوَاطِن,noun,2,D=,Open,3,1,3,2,22,ح,8
"2,242",583,شِعْر,noun,2,D=,Open,1,1,3,2,20,ز,7
"2,242",583,جَمَال,noun,1,MSA,Open,2,4,3,2,16,ه,5
"2,240",585,خَاف,verb,1,D=,Open,2,1,3,2,13,د,4
"2,240",585,زَوَاج,noun,1,MSA,Open,2,4,3,2,16,ه,5
"2,239",587,ٱِبْتَسَم,verb,1,MSA,Open,3,4,3,2,17,و,6
"2,229",588,جَيِّد,adj,1,MSA,Open,2,4,3,2,16,ه,5
"2,228",589,دَوْرِيّ,noun,4,D=,Open,2,1,3,2,37,م,13
"2,218",590,أَخْبَر,verb,2,MSA,Open,2,4,3,2,27,ي,10
"2,216",591,رَدّ,verb,1,D=,Open,2,1,3,2,13,د,4
"2,216",591,قَضَاء,noun,4,MSA,Open,2,4,3,2,49,س,15
"2,210",593,بِنْت,noun,1,D=,Open,1,1,3,2,12,ج,3
"2,205",594,قَدِيم,adj,1,D~,Open,2,2,3,2,14,د,4
"2,204",595,جُنَيْه,noun,2,D=,Open,2,1,3,2,21,ح,8
"2,204",595,عُنْصُر,noun,4,MSA,Open,2,4,3,2,49,س,15
"2,201",597,مَشَى,verb,1,D~,Open,2,2,3,2,14,د,4
"2,198",598,أَجْرَى,verb,3,MSA,Open,2,4,3,2,38,م,13
"2,189",599,مَثَّل,verb,3,D~,Open,3,2,3,2,33,ل,12
"2,187",600,أَعْلَم,adj_comp,2,D=,Open,2,1,3,2,21,ح,8
"2,185",601,مُسْتَقْبَل,noun,1,D~,Open,3,2,3,2,15,ه,5
"2,183",602,حَضَر,verb,1,D=,Open,3,1,3,2,14,د,4
"2,176",603,سَفِينَة,noun,1,D=,Open,3,1,3,2,14,د,4
"2,176",603,قَرَأ,verb,1,D~,Open,2,2,3,2,14,د,4
"2,171",605,مَقْتَل,noun,2,MSA,Open,2,4,3,2,27,ي,10
"2,168",606,قَدْر,noun,3,MSA,Open,1,4,3,2,37,م,13
"2,167",607,لَوْن,noun,1,D=,Open,1,1,3,2,12,ج,3
"2,163",608,بَطَل,noun,1,D=,Open,1,1,3,2,12,ج,3
"2,157",609,حُصُول,noun,3,MSA,Open,2,4,3,2,38,م,13
"2,150",610,جَلْسَة,noun,3,MSA,Open,2,4,3,2,38,م,13
"2,148",611,ٱِحْتَاج,verb,1,D=,Open,3,1,3,2,14,د,4
"2,141",612,ٱِلْتَفَت,verb,4,MSA,Open,3,4,3,2,50,س,15
"2,140",613,صَدَّق,verb,1,D~,Open,3,2,3,2,15,ه,5
"2,136",614,نَزَل,verb,1,D=,Open,2,1,3,2,13,د,4
"2,134",615,طَاقَة,noun,3,D~,Open,2,2,3,2,32,ك,11
"2,130",616,مَعْرِفَة,noun,3,MSA,Open,3,4,3,2,39,م,13
"2,125",617,تَمَكَّن,verb,2,MSA,Open,2,4,3,2,27,ي,10
"2,124",618,عَرْض,noun,2,D=,Open,1,1,3,2,20,ز,7
"2,122",619,قِيَام,noun,4,D~,Open,2,2,3,2,41,م,13
"2,120",620,سَمَح,verb,1,D=,Open,3,1,3,2,14,د,4
"2,112",621,ذَهَاب,noun,1,MSA,Open,2,4,3,2,16,ه,5
"2,108",622,جَرِيمَة,noun,2,D=,Open,3,1,3,2,22,ح,8
"2,106",623,نَهَض,verb,2,MSA,Open,2,4,3,2,27,ي,10
"2,105",624,أُخْت,noun,1,D=,Open,1,1,3,2,12,ج,3
"2,105",624,غَرِيب,adj,1,D=,Open,2,1,3,2,13,د,4
"2,101",626,أَمَر,verb,1,D=,Open,2,1,4,2,14,د,4
"2,099",627,دَمْع,noun,1,D=,Open,1,1,4,2,13,د,4
"2,097",628,بَحْر,noun,1,D=,Open,1,1,4,2,13,د,4
"2,096",629,طَعَام,noun,1,MSA,Open,2,4,4,2,17,و,6
"2,089",630,تَنْمِيَة,noun,3,MSA,Open,3,4,4,2,40,م,13
"2,089",630,أَلَم,noun,1,MSA,Open,2,4,4,2,17,و,6
"2,087",632,صِنَاعَة,noun,2,MSA,Open,3,4,4,2,29,ك,11
"2,086",633,إِقَامَة,noun,2,MSA,Open,3,4,4,2,29,ك,11
"2,082",634,ٱِعْتِبَار,noun,3,MSA,Open,3,4,4,2,40,م,13
"2,081",635,ٱِسْتَمَرّ,verb,2,MSA,Open,4,4,4,2,30,ك,11
"2,077",636,مُفَاوَضَة,noun,4,MSA,Open,4,4,4,2,52,س,15
"2,077",636,ٱِهْتِمَام,noun,1,D=,Open,3,1,4,2,15,ه,5
"2,074",638,سَعَادَة,noun,1,MSA,Open,3,4,4,2,18,و,6
"2,072",639,رَابِع,adj_num,1,D=,Closed,2,1,4,1,13,د,4
"2,071",640,حَارِس,noun,1,D=,Open,2,1,4,2,14,د,4
"2,064",641,كَامِل,noun_prop,2,D=,Open,2,1,4,2,22,ح,8
"2,063",642,حُرِّيَّة,noun,1,D=,Open,3,1,4,2,15,ه,5
"2,062",643,مَعْنَى,noun,1,D=,Open,2,1,4,2,14,د,4
"2,062",643,غَرْب,noun,3,D=,Open,1,1,4,2,29,ك,11
"2,060",645,ظِلّ,noun,1,D~,Open,1,2,4,2,14,د,4
"2,058",646,نَفْط,noun,3,D=,Open,1,1,4,2,29,ك,11
"2,053",647,شَجَرَة,noun,1,D=,Open,3,1,4,2,15,ه,5
"2,050",648,سَجَّل,verb,1,D=,Open,3,1,4,2,15,ه,5
"2,050",648,تَنَاوُل,noun,1,MSA,Open,3,4,4,2,18,و,6
"2,048",650,حَاجّ,noun,1,D=,Open,1,1,4,2,13,د,4
"2,048",650,حُضُور,noun,3,D=,Open,2,1,4,2,30,ك,11
"2,048",650,سَوْفَ,part_fut,3,MSA,Closed,2,4,4,1,36,ل,12
"2,047",653,ٱِقْتِصَاد,noun,3,MSA,Open,3,4,4,2,40,م,13
"2,044",654,شَكَّل,verb,3,MSA,Open,3,4,4,2,40,م,13
"2,039",655,غُلَام,noun_prop,2,MSA,Open,2,4,4,2,28,ي,10
"2,038",656,كَشَف,verb,2,D=,Open,3,1,4,2,23,ط,9
"2,037",657,رَغْبَة,noun,3,MSA,Open,2,4,4,2,39,م,13
"2,037",657,ٱِتَّخَذ,verb,3,MSA,Open,3,4,4,2,40,م,13
"2,036",659,خَطّ,noun,1,D=,Open,1,1,4,2,13,د,4
"2,035",660,نَسِي,verb,1,D=,Open,3,1,4,2,15,ه,5
"2,026",661,فُنْدُق,noun,1,D~,Open,2,2,4,2,15,ه,5
"2,023",662,إِنْتَاج,noun,3,MSA,Open,2,4,4,2,39,م,13
"2,021",663,مُشْتَرَك,adj,2,MSA,Open,3,4,4,2,29,ك,11
"2,019",664,لَعِب,verb,1,D=,Open,3,1,4,2,15,ه,5
"2,016",665,أَخْذ,noun,1,D~,Open,1,2,4,2,14,د,4
"2,012",666,عَالِي,adj,1,D=,Open,2,1,4,2,14,د,4
"2,009",667,عَدّ,verb,1,D=,Open,1,1,4,2,13,د,4
"2,009",667,مُحَاوَلَة,noun,2,D=,Open,4,1,4,2,24,ط,9
"2,004",669,أَصْل,noun,2,D=,Open,1,1,4,2,21,ح,8
"2,003",670,وَحِيد,adj,1,D=,Open,2,1,4,2,14,د,4
"2,000",671,فَنِّيّ,adj,4,D=,Open,2,1,4,2,38,م,13
"1,998",672,هُمَا,pron,2,MSA,Closed,2,4,4,1,26,ي,10
"1,994",673,هُجُوم,noun,3,D=,Open,2,1,4,2,30,ك,11
"1,991",674,أَعْلَى,adj_comp,1,D=,Open,2,1,4,2,14,د,4
"1,991",674,تَلَقَّى,verb,4,MSA,Open,2,4,4,2,50,س,15
"1,991",674,مَلَك,verb,2,MSA,Open,3,4,4,2,29,ك,11
